"","Ticker","Book/sh","Cash/sh","Dividend","Dividend %","Employees","Income","Index","Market Cap","Optionable","Recom","Sales","Shortable","Current Ratio","Debt/Eq","Forward P/E","LT Debt/Eq","P/B","P/C","P/E","P/FCF","P/S","PEG","Quick Ratio","SMA20","Earnings","EPS (ttm)","EPS next 5Y","EPS next Q","EPS past 5Y","EPS Q/Q","EPS this Y","Sales past 5Y","Sales Q/Q","SMA50","Gross Margin","Insider Own","Insider Trans","Inst Own","Inst Trans","Oper. Margin","Payout","Profit Margin","ROA","ROE","ROI","SMA200","52W High","52W Low","52W Range","Avg Volume","Rel Volume","RSI (14)","Short Float","Short Ratio","Shs Float","Shs Outstand","Target Price","Volume","ATR","Beta","Change","Perf Half Y","Perf Month","Perf Quarter","Perf Week","Perf Year","Perf YTD","Prev Close","Price","Volatility"
"258","IT","10.70","2.46","-","-","15173","213.90M","S&P 500","12.87B","Yes","2.10","4.05B","Yes","0.70","2.26","35.99","2.14","13.53","58.88","61.89","31.28","3.18","6.80","0.70","1.09%","Oct 31 BMO","2.34","9.10%","0.43","-8.00%","122.50%","302.60%","17.40%","7.00%","5.36%","63.50%","2.60%","-0.78%","98.40%","0.18%","9.00%","0.00%","5.40%","3.40%","24.40%","7.70%","-1.54%","-15.88%","19.53%","120.89 - 171.77","542.86K","0.57","58.98","3.90%","6.28","87.30M","88.87M","151.38","228,192","2.39","1.22","-0.19%","-7.91%","4.02%","-12.68%","1.16%","-4.21%","13.24%","144.77","144.50","1.28% 1.58%"
"259","ITW","9.52","5.16","4.28","2.73%","48000","2.47B","S&P 500","50.98B","Yes","3.10","14.35B","Yes","2.90","2.53","19.39","2.53","16.49","30.40","21.06","37.24","3.55","6.55","2.30","3.69%","Oct 25 BMO","7.45","3.21%","1.95","15.90%","-2.90%","12.40%","0.90%","-5.80%","4.24%","41.80%","0.20%","-22.42%","80.20%","0.32%","24.10%","50.40%","17.20%","16.20%","75.40%","25.90%","7.42%","-1.97%","34.63%","117.75 - 161.71","1.22M","0.83","60.63","2.40%","6.31","320.56M","324.80M","146.28","742,210","3.28","1.22","1.00%","-0.87%","-0.22%","3.75%","4.71%","17.94%","23.89%","156.96","158.53","2.02% 2.00%"
"260","IVZ","22.99","2.63","1.24","7.93%","8902","602.80M","S&P 500","7.12B","Yes","2.90","5.25B","Yes","-","0.73","5.94","0.73","0.68","5.93","10.62","93.50","1.35","5.14","-","-2.37%","Oct 23 BMO","1.47","2.06%","0.58","2.20%","-84.40%","-7.50%","2.60%","5.80%","-2.52%","69.50%","0.30%","3.02%","89.10%","-0.96%","14.70%","84.00%","11.10%","1.70%","6.50%","5.90%","-16.40%","-30.93%","3.89%","15.15 - 22.79","5.53M","0.50","45.19","7.77%","5.45","387.62M","455.26M","18.50","2,040,348","0.45","1.57","0.70%","-27.40%","-7.73%","-20.94%","1.82%","-23.90%","-6.63%","15.63","15.74","2.44% 2.54%"
"261","JBHT","19.88","0.07","1.04","0.90%","27621","489.80M","S&P 500","12.09B","Yes","2.60","8.88B","Yes","1.30","0.64","19.24","0.64","5.84","1752.63","25.97","-","1.36","2.86","-","4.07%","Oct 15 AMC","4.47","9.08%","1.45","9.20%","-10.00%","-50.20%","9.10%","5.70%","6.70%","17.50%","2.30%","-3.05%","76.20%","0.37%","7.40%","22.90%","5.30%","9.20%","22.20%","16.40%","14.07%","-1.73%","37.67%","83.64 - 117.18","973.96K","0.65","62.89","6.40%","5.56","84.63M","104.09M","110.53","465,015","2.83","1.13","-0.89%","19.51%","1.34%","11.99%","7.99%","2.01%","24.87%","116.18","115.15","2.68% 2.45%"
"262","JCI","23.38","4.74","1.04","2.44%","122000","1.16B","S&P 500","33.14B","Yes","2.50","26.06B","Yes","1.40","0.36","16.47","0.33","1.82","8.98","33.61","178.19","1.27","1.42","1.20","-1.55%","Nov 07 BMO","1.27","23.70%","0.76","19.70%","-68.40%","39.10%","25.60%","2.70%","-1.56%","31.60%","0.20%","-22.15%","95.60%","0.39%","8.70%","15.80%","22.40%","12.40%","28.60%","9.10%","8.64%","-5.80%","48.65%","28.30 - 44.65","4.57M","1.15","44.65","3.06%","4.63","691.55M","778.38M","42.50","3,854,829","0.75","0.96","-1.22%","15.86%","-3.47%","3.05%","1.89%","25.27%","43.61%","42.58","42.06","1.53% 1.69%"
"263","JEC","44.36","7.31","0.68","0.73%","74400","423.00M","S&P 500","12.74B","Yes","1.60","13.49B","Yes","1.40","0.21","16.74","0.17","2.10","12.76","30.85","-","0.94","1.97","1.40","2.68%","Nov 04 BMO","3.02","15.64%","1.30","-1.20%","-15.80%","25.50%","4.90%","8.00%","4.62%","19.30%","0.10%","-7.23%","92.30%","0.72%","3.10%","10.60%","6.10%","6.60%","14.30%","6.30%","18.24%","-1.25%","68.44%","55.17 - 94.10","979.72K","0.41","60.58","2.61%","3.60","134.77M","136.61M","92.57","294,995","1.77","1.35","-0.36%","21.23%","0.10%","11.14%","4.04%","25.47%","59.53%","93.26","92.93","1.58% 1.88%"
"264","JKHY","18.54","1.21","1.60","1.12%","6402","271.90M","S&P 500","11.08B","Yes","2.70","1.55B","Yes","1.20","0.00","34.62","0.00","7.73","118.43","40.81","42.83","7.14","3.40","1.20","-0.84%","Nov 19 AMC","3.51","12.00%","1.04","10.00%","-0.30%","5.60%","5.80%","4.00%","-0.44%","40.60%","0.40%","-2.90%","93.60%","0.23%","22.40%","43.70%","17.50%","13.30%","19.40%","19.00%","3.88%","-7.86%","19.22%","120.20 - 155.53","403.78K","0.50","47.44","3.43%","6.47","76.31M","77.30M","142.67","147,734","2.41","0.90","-0.07%","-0.07%","-2.80%","1.27%","0.46%","-7.02%","13.34%","143.40","143.30","1.64% 1.57%"
"265","JNJ","22.92","5.76","3.80","2.79%","135100","16.33B","DJIA S&P500","361.19B","Yes","2.30","81.33B","Yes","1.30","0.48","14.93","0.46","5.94","23.64","22.58","41.84","4.44","3.49","1.00","-2.41%","Oct 15 BMO","6.03","6.46%","2.00","3.10%","43.40%","7.60%","2.70%","-1.30%","-1.76%","66.80%","0.07%","0.17%","70.20%","0.39%","23.40%","59.60%","20.10%","10.60%","26.80%","17.00%","-4.66%","-13.89%","6.02%","121.00 - 148.99","7.41M","3.01","42.86","0.63%","2.25","2.64B","2.65B","149.35","16,341,850","2.34","0.69","-5.79%","-0.98%","4.42%","4.50%","5.51%","-0.29%","5.52%","136.17","128.29","1.43% 1.52%"
"266","JNPR","13.26","8.14","0.76","3.17%","9283","496.10M","S&P 500","8.25B","Yes","3.00","4.47B","Yes","2.10","0.39","12.50","0.32","1.81","2.95","16.98","28.61","1.85","8.19","2.10","0.10%","Oct 24 AMC","1.41","2.07%","0.46","13.30%","-60.10%","3.70%","-0.10%","-8.40%","0.01%","59.10%","0.20%","-14.65%","95.50%","0.55%","10.80%","51.90%","11.00%","5.40%","10.40%","8.80%","-8.24%","-22.31%","6.74%","22.42 - 30.80","3.02M","0.75","51.43","3.98%","4.51","342.02M","344.07M","26.88","1,660,870","0.44","1.01","-0.25%","-14.35%","0.08%","-11.21%","1.78%","-16.00%","-10.85%","23.99","23.93","1.15% 1.85%"
"267","JPM","72.67","349.80","3.60","2.99%","254983","32.54B","DJIA S&P500","391.21B","Yes","2.50","83.87B","Yes","-","1.22","11.59","1.22","1.66","0.34","12.25","-","4.66","2.25","-","3.87%","Oct 15 BMO","9.82","5.45%","2.45","15.70%","22.90%","31.50%","8.00%","14.50%","6.64%","-","0.10%","-4.14%","74.80%","0.28%","62.00%","30.00%","38.80%","1.20%","14.00%","8.20%","10.51%","-0.61%","32.64%","91.11 - 121.59","11.62M","0.77","65.60","0.87%","2.37","3.17B","3.25B","119.67","6,521,317","2.23","1.20","0.41%","6.07%","0.49%","6.00%","5.38%","10.80%","23.28%","120.35","120.85","1.70% 1.59%"
"268","JWN","4.90","6.39","1.48","4.22%","76000","493.00M","S&P 500","5.24B","Yes","3.00","15.55B","Yes","0.80","3.53","10.31","2.87","7.15","5.48","11.61","18.13","0.34","3.16","0.40","4.57%","Nov 20 AMC","3.02","3.68%","0.65","-2.40%","-4.70%","15.90%","4.80%","-4.80%","11.23%","35.80%","4.10%","-0.22%","68.10%","0.43%","4.70%","48.50%","3.20%","5.50%","56.60%","18.60%","-7.21%","-48.65%","39.10%","25.01 - 67.75","4.98M","0.39","62.17","32.26%","6.72","103.84M","149.51M","32.88","1,431,062","1.23","0.70","-0.71%","-20.11%","7.52%","17.90%","3.79%","-43.99%","-24.82%","35.04","34.79","3.19% 3.34%"
"269","K","7.79","0.99","2.28","3.67%","34000","853.00M","S&P 500","21.27B","Yes","2.80","13.77B","Yes","0.70","3.52","15.43","3.12","7.99","62.57","25.10","89.01","1.54","33.47","0.50","-1.50%","Oct 29 BMO","2.48","0.75%","0.91","-5.10%","-51.00%","5.60%","-1.70%","3.00%","-1.87%","32.20%","0.69%","-33.62%","92.30%","0.24%","10.90%","88.90%","6.30%","4.70%","31.90%","13.20%","6.01%","-15.18%","20.58%","51.34 - 72.98","2.30M","0.57","43.54","5.09%","7.47","338.25M","341.95M","62.88","969,472","1.04","0.54","-0.49%","6.43%","-2.20%","9.95%","-0.26%","-10.94%","9.12%","62.21","61.90","1.89% 1.54%"
"270","KEY","15.08","2.25","0.74","4.23%","2360","1.72B","S&P 500","17.50B","Yes","2.10","5.17B","Yes","-","0.95","9.33","0.95","1.16","7.80","10.48","8.99","3.38","2.29","-","1.75%","Oct 17 BMO","1.67","4.58%","0.46","12.90%","-8.20%","35.50%","13.20%","10.30%","3.91%","-","0.20%","-5.84%","82.60%","-0.07%","71.30%","40.10%","33.30%","1.20%","12.00%","11.90%","4.57%","-6.25%","30.17%","13.65 - 18.96","9.22M","0.86","57.04","1.30%","1.40","999.03M","999.16M","19.45","5,780,823","0.42","1.30","1.51%","4.29%","-3.84%","0.34%","1.86%","-5.76%","18.47%","17.51","17.77","2.29% 2.20%"
"271","KEYS","15.63","7.41","-","-","13300","286.00M","S&P 500","18.24B","Yes","1.70","4.23B","Yes","2.00","0.61","19.78","0.44","6.21","13.09","65.22","21.56","4.31","3.47","1.60","1.54%","Nov 20 AMC","1.49","18.80%","1.18","-17.60%","35.70%","-220.50%","6.10%","8.30%","3.02%","58.10%","0.20%","-15.48%","89.40%","0.28%","-1.60%","0.00%","7.40%","5.10%","11.50%","-1.50%","13.97%","-3.96%","84.10%","53.21 - 102.00","1.58M","1.07","55.72","4.27%","5.05","186.75M","188.00M","106.10","1,232,479","2.41","1.29","0.95%","8.01%","-4.24%","10.95%","2.76%","53.84%","56.31%","97.04","97.96","1.76% 2.52%"
"272","KHC","42.25","1.20","1.60","5.76%","38000","-11007.00M","S&P 500","33.70B","Yes","3.20","25.64B","Yes","1.20","0.60","10.61","0.58","0.66","23.21","-","100.91","1.31","-","0.80","1.64%","Oct 31 BMO","-9.04","-8.27%","0.54","-54.60%","-44.90%","-357.90%","33.30%","-4.20%","3.15%","33.00%","0.60%","-74.54%","80.80%","0.15%","-46.20%","-","-43.20%","-10.30%","-20.10%","-11.10%","-15.89%","-52.05%","12.03%","24.86 - 58.08","8.35M","0.53","59.99","3.11%","2.29","615.12M","1.21B","28.65","3,258,418","0.55","1.01","0.29%","-15.75%","-2.25%","-11.95%","3.08%","-49.91%","-35.48%","27.77","27.85","1.81% 1.85%"
"273","KIM","12.61","0.27","1.12","5.44%","533","337.40M","S&P 500","8.61B","Yes","2.90","1.15B","Yes","-","0.93","26.67","0.93","1.63","75.52","25.64","827.84","7.50","5.57","-","1.49%","Oct 24 BMO","0.80","4.60%","0.17","13.10%","-69.20%","16.40%","6.20%","-52.30%","6.01%","71.50%","0.40%","-0.50%","93.10%","0.13%","30.90%","139.20%","29.40%","3.10%","6.30%","3.30%","14.02%","-0.45%","45.94%","14.29 - 20.95","3.87M","0.56","65.90","4.56%","4.84","410.13M","418.14M","18.91","1,579,907","0.27","0.58","1.29%","17.46%","2.08%","15.09%","0.24%","36.00%","40.55%","20.59","20.85","1.15% 1.26%"
"274","KLAC","16.56","10.85","3.00","1.86%","10020","1.16B","S&P 500","25.93B","Yes","2.10","4.57B","Yes","2.40","1.29","14.84","1.19","9.75","14.89","21.82","47.16","5.67","1.70","1.70","0.92%","Nov 04 AMC","7.40","12.87%","2.20","16.30%","-27.80%","-2.80%","9.30%","17.60%","6.59%","59.10%","0.10%","-24.87%","92.10%","0.04%","30.40%","39.60%","25.70%","16.00%","54.20%","20.50%","29.39%","-4.61%","98.65%","80.65 - 167.95","1.59M","0.49","56.54","2.28%","2.26","158.10M","160.53M","161.46","572,451","4.31","1.72","-0.80%","30.04%","2.23%","22.39%","2.61%","73.74%","80.48%","161.51","160.21","2.50% 2.37%"
"275","KMB","-0.52","1.55","4.12","3.04%","41000","1.84B","S&P 500","46.76B","Yes","2.80","18.38B","Yes","0.80","-","18.85","-","-","87.57","25.63","640.55","2.54","5.10","0.50","-0.49%","Oct 22 BMO","5.29","5.02%","1.81","-2.70%","7.90%","-29.40%","-1.10%","-0.20%","-0.33%","31.20%","0.40%","-27.13%","75.10%","0.38%","14.30%","77.30%","9.80%","12.10%","-797.80%","25.90%","7.05%","-4.18%","37.06%","100.32 - 143.50","1.68M","0.88","49.41","2.22%","4.52","342.81M","344.79M","140.44","1,084,395","2.27","0.55","1.39%","9.77%","1.90%","-0.09%","-1.65%","23.21%","19.03%","135.62","137.50","1.55% 1.55%"
"276","KMI","14.87","0.09","1.00","4.98%","11012","2.25B","S&P 500","45.46B","Yes","2.30","13.94B","Yes","0.40","1.07","18.51","0.98","1.35","213.41","19.99","15.03","3.26","3.35","0.30","-1.35%","Oct 16 AMC","1.00","5.97%","0.24","-10.40%","380.40%","222.90%","0.10%","-6.20%","-1.17%","52.80%","11.10%","0.94%","64.40%","0.29%","32.70%","84.70%","16.10%","2.90%","6.70%","4.10%","1.21%","-6.54%","37.41%","14.62 - 21.50","12.56M","0.88","43.32","1.81%","2.82","1.95B","2.26B","22.29","8,092,075","0.29","0.78","0.10%","3.51%","-2.90%","-2.10%","-0.84%","12.00%","30.49%","20.07","20.09","1.38% 1.40%"
"277","KMX","21.84","0.25","-","-","25946","883.20M","S&P 500","15.33B","Yes","1.80","19.18B","Yes","2.40","4.10","16.29","3.98","4.25","376.74","17.83","-","0.80","1.19","0.60","7.08%","Sep 24 BMO","5.20","15.00%","1.14","17.20%","12.70%","30.70%","7.60%","9.10%","9.63%","13.60%","0.30%","-46.95%","-","0.34%","6.00%","0.00%","4.60%","4.60%","25.50%","4.80%","23.07%","0.61%","70.04%","55.24 - 93.36","1.37M","1.10","69.69","12.41%","14.82","163.73M","165.35M","100.25","1,096,312","2.13","1.13","1.29%","20.43%","8.42%","9.30%","6.09%","31.05%","47.82%","92.73","93.93","1.85% 2.32%"
"278","KO","4.26","3.10","1.60","2.97%","62600","7.28B","DJIA S&P500","231.56B","Yes","2.30","33.99B","Yes","0.80","2.48","23.53","1.61","12.63","17.33","31.81","78.28","6.81","6.11","0.70","1.85%","Oct 18 BMO","1.69","5.20%","0.56","-3.90%","14.20%","41.50%","-7.40%","6.10%","1.29%","61.60%","0.75%","-2.52%","69.90%","0.25%","23.90%","95.20%","20.90%","8.10%","39.90%","9.30%","9.59%","-1.82%","23.59%","44.42 - 55.92","12.04M","1.50","59.24","0.81%","2.85","4.24B","4.30B","57.48","13,092,790","0.64","0.46","2.06%","13.29%","-0.81%","4.67%","0.24%","18.25%","13.60%","53.79","54.90","0.88% 1.17%"
"279","KR","10.89","0.79","0.64","2.62%","453000","1.63B","S&P 500","19.54B","Yes","2.40","121.18B","Yes","0.80","1.55","10.50","1.39","2.24","31.07","12.09","29.26","0.16","2.48","0.30","-3.56%","Sep 12 BMO","2.02","4.88%","0.49","21.00%","-41.40%","251.20%","4.30%","1.10%","-1.49%","21.90%","0.80%","-3.15%","83.40%","0.29%","2.20%","27.50%","1.30%","3.90%","19.80%","15.10%","-3.34%","-24.67%","16.38%","20.70 - 31.98","9.41M","0.52","42.58","4.20%","3.55","796.50M","800.00M","27.48","3,588,590","0.54","0.60","-1.39%","-5.24%","-3.13%","12.63%","2.47%","-10.18%","-11.16%","24.43","24.09","1.50% 1.75%"
"280","KSS","34.31","3.93","2.68","5.25%","34000","736.00M","S&P 500","8.12B","Yes","2.40","19.97B","Yes","1.60","0.59","9.60","0.57","1.49","12.99","11.21","13.12","0.41","1.40","0.40","3.45%","Nov 19 BMO","4.55","8.00%","0.87","3.70%","-13.80%","12.80%","1.20%","-3.10%","4.73%","39.60%","0.70%","0.00%","-","0.46%","5.90%","56.00%","3.70%","5.30%","13.50%","11.70%","-12.35%","-38.69%","17.84%","43.33 - 83.28","3.94M","0.61","58.32","12.02%","4.81","157.63M","159.00M","55.88","1,763,456","1.62","1.06","0.00%","-27.44%","1.94%","3.51%","0.51%","-30.44%","-23.03%","51.06","51.06","2.64% 3.14%"
"281","KSU","48.22","0.48","1.44","1.06%","7200","549.40M","S&P 500","13.55B","Yes","2.20","2.78B","Yes","0.80","0.56","17.55","0.50","2.81","284.58","24.97","14.82","4.87","1.73","0.60","9.47%","Oct 18 BMO","5.42","14.44%","1.79","13.20%","-8.70%","13.50%","2.80%","4.60%","12.40%","66.90%","0.40%","-10.10%","91.40%","0.82%","32.00%","32.10%","20.30%","5.90%","11.80%","9.40%","21.08%","5.41%","58.48%","90.55 - 136.14","836.54K","3.47","75.94","2.92%","3.48","99.41M","100.03M","139.00","2,127,789","2.45","0.95","5.97%","8.31%","1.91%","9.71%","3.81%","28.63%","41.88%","135.42","143.50","1.89% 1.80%"
"282","L","64.22","1.48","0.25","0.49%","17900","756.00M","S&P 500","15.09B","Yes","3.00","14.31B","Yes","-","0.59","14.96","0.59","0.79","34.29","20.85","10.43","1.05","1.01","-","1.51%","Oct 28 BMO","2.44","20.69%","0.61","-7.60%","13.70%","-31.10%","-0.80%","1.10%","2.80%","-","69.62%","-0.02%","66.50%","0.49%","10.50%","10.20%","5.30%","0.90%","4.00%","4.30%","2.13%","-8.95%","21.66%","42.06 - 56.20","958.58K","0.49","58.15","1.11%","3.00","259.09M","296.75M","53.00","341,084","0.76","0.67","0.63%","4.16%","-0.84%","-5.55%","2.64%","8.05%","11.71%","50.85","51.17","1.14% 1.42%"
"283","LB","-3.38","3.21","1.20","6.63%","25500","575.00M","S&P 500","4.81B","Yes","2.80","13.16B","Yes","1.20","-","7.37","-","-","5.64","8.79","15.94","0.37","1.44","0.60","-9.48%","Nov 20 AMC","2.06","6.10%","0.02","-5.40%","-61.50%","-25.70%","4.20%","-2.70%","-11.39%","37.30%","0.20%","0.00%","76.00%","0.80%","9.00%","85.50%","4.40%","6.10%","-57.20%","20.60%","-31.20%","-56.51%","4.46%","15.82 - 38.00","5.61M","2.78","35.00","9.47%","3.85","227.78M","265.97M","22.74","11,428,945","0.74","0.84","-8.70%","-29.52%","-4.54%","-29.95%","7.48%","-42.79%","-29.49%","18.10","16.52","3.64% 3.70%"
"284","LDOS","23.33","4.60","1.36","1.66%","32000","656.00M","S&P 500","11.74B","Yes","2.20","10.53B","Yes","1.30","0.90","15.58","0.88","3.50","17.78","18.55","13.65","1.11","1.78","-","-3.07%","Oct 29 BMO","4.41","10.41%","1.20","30.10%","-0.40%","131.40%","12.10%","7.90%","-4.04%","14.30%","0.60%","-0.06%","79.20%","2.27%","7.50%","28.50%","6.30%","7.30%","19.70%","11.10%","10.99%","-8.53%","61.75%","50.33 - 89.00","1.81M","0.46","37.55","1.91%","1.51","142.88M","143.62M","89.75","604,797","1.41","1.51","-0.37%","25.23%","-6.72%","2.66%","-1.61%","20.82%","54.99%","81.71","81.41","1.48% 1.71%"
"285","LEG","9.19","2.15","1.60","3.72%","23000","288.60M","S&P 500","5.80B","Yes","2.20","4.51B","Yes","1.90","1.95","16.23","1.91","4.68","20.01","20.12","33.67","1.29","3.87","1.20","8.35%","Oct 28 AMC","2.14","5.20%","0.67","12.50%","1.30%","-10.20%","4.20%","10.00%","10.59%","20.90%","1.00%","-0.81%","84.70%","1.54%","9.80%","71.20%","6.40%","6.90%","24.40%","15.30%","8.91%","-5.76%","30.88%","33.48 - 46.50","1.21M","0.64","71.05","11.23%","12.08","130.01M","134.70M","45.50","567,416","0.94","1.09","1.81%","-0.53%","2.57%","8.60%","9.43%","8.50%","20.09%","43.04","43.82","2.49% 2.18%"
"286","LEN","48.32","3.36","0.16","0.26%","11626","1.95B","S&P 500","19.02B","Yes","1.90","21.75B","Yes","-","0.67","10.17","0.54","1.26","18.20","10.04","-","0.87","1.02","-","6.55%","Oct 02 BMO","6.08","9.85%","1.89","21.40%","16.50%","67.50%","28.20%","3.30%","13.77%","14.10%","1.00%","-2.23%","97.80%","1.24%","8.60%","3.60%","6.50%","4.80%","9.40%","7.30%","22.31%","-0.51%","64.75%","37.29 - 61.75","3.42M","0.79","78.45","5.48%","4.71","293.89M","311.62M","63.88","1,966,713","1.15","1.05","0.63%","15.38%","12.74%","31.94%","3.74%","38.44%","55.94%","61.05","61.44","1.71% 2.06%"
"287","LH","72.83","2.71","-","-","61000","882.70M","S&P 500","16.73B","Yes","2.30","11.29B","Yes","1.10","0.94","14.12","0.87","2.34","63.02","19.47","22.06","1.48","2.69","1.10","0.43%","Oct 24 BMO","8.76","7.23%","2.85","7.70%","-14.90%","32.80%","14.30%","0.50%","0.07%","28.10%","0.10%","-29.30%","94.90%","0.56%","11.60%","0.00%","7.60%","5.00%","12.00%","7.60%","5.42%","-5.80%","40.80%","119.38 - 178.44","607.45K","0.84","50.66","1.87%","2.99","97.04M","98.10M","189.18","375,188","2.89","1.02","-1.42%","17.41%","-0.44%","-1.58%","3.65%","-1.84%","34.93%","170.50","168.08","1.40% 1.70%"
"288","LHX","28.43","2.37","3.00","1.49%","18200","950.00M","S&P 500","44.94B","Yes","1.80","6.80B","Yes","1.10","1.05","18.15","0.82","7.07","84.79","25.49","64.29","6.61","1.13","1.00","-4.84%","Oct 30 BMO","7.88","22.55%","2.39","9.60%","41.10%","40.10%","6.30%","12.30%","-5.73%","34.30%","0.50%","-","54.70%","1.23%","16.10%","34.20%","13.90%","9.50%","27.80%","13.50%","8.82%","-8.83%","60.77%","123.24 - 217.31","1.40M","1.29","31.98","0.81%","1.28","221.52M","223.63M","236.47","1,323,286","4.36","0.91","-1.40%","21.30%","-6.41%","3.86%","-4.28%","15.80%","49.23%","200.94","198.13","2.21% 1.96%"
"289","LIN","93.20","4.95","3.50","1.78%","80254","4.22B","S&P 500","106.69B","Yes","2.40","22.99B","Yes","1.00","0.28","24.60","0.24","2.11","39.72","20.96","-","4.64","1.83","0.90","2.92%","Nov 04 BMO","9.38","11.45%","1.78","16.50%","-43.10%","122.10%","4.60%","136.70%","3.67%","38.80%","0.10%","-","84.00%","0.37%","22.50%","34.00%","19.50%","6.10%","11.20%","6.50%","7.31%","-4.97%","34.66%","145.95 - 206.82","1.63M","0.50","60.00","1.02%","3.36","540.04M","542.56M","197.65","596,059","3.65","-","-0.05%","9.00%","2.07%","-3.31%","2.83%","-","26.02%","196.64","196.54","1.51% 1.57%"
"290","LKQ","15.52","1.24","-","-","51000","423.00M","S&P 500","9.44B","Yes","1.60","12.47B","Yes","2.20","0.84","12.16","0.81","2.01","25.10","23.34","12.03","0.76","0.70","0.90","1.15%","Oct 31 BMO","1.34","33.50%","0.58","8.40%","-3.80%","1.90%","18.60%","7.20%","8.68%","38.60%","0.70%","-0.65%","96.21%","5.76%","6.90%","0.00%","3.40%","3.50%","8.70%","7.60%","13.02%","-5.79%","37.42%","22.74 - 33.17","2.62M","0.26","61.89","1.76%","2.02","301.29M","302.15M","36.77","507,414","0.72","1.32","0.06%","1.46%","-2.22%","25.22%","3.38%","6.15%","31.61%","31.23","31.25","1.56% 1.84%"
"291","LLY","3.02","2.49","2.58","2.38%","38680","4.34B","S&P 500","103.32B","Yes","2.50","23.23B","Yes","1.10","5.68","16.44","4.93","35.91","43.63","24.66","71.51","4.45","2.62","0.90","-1.41%","Oct 23 BMO","4.40","9.40%","1.41","-5.30%","738.50%","102.80%","1.20%","0.90%","-2.64%","76.70%","12.10%","-0.23%","81.50%","0.32%","19.50%","30.20%","33.80%","19.00%","111.40%","14.70%","-6.89%","-18.07%","3.92%","104.17 - 132.13","3.39M","0.46","44.94","1.28%","3.59","952.60M","952.60M","124.25","1,136,854","1.97","0.18","-0.19%","-5.85%","-3.78%","1.56%","1.44%","-2.31%","-6.27%","108.46","108.25","1.40% 1.79%"
"292","LMT","10.10","4.07","9.60","2.55%","105000","5.81B","S&P 500","107.99B","Yes","2.10","57.49B","Yes","1.20","4.75","14.83","4.43","37.33","92.54","18.51","50.77","1.88","1.26","1.00","-3.73%","Oct 22 BMO","20.37","14.70%","5.01","14.10%","23.50%","34.30%","3.50%","7.70%","-3.41%","14.00%","0.09%","-7.95%","79.50%","0.22%","14.10%","41.60%","10.20%","12.60%","305.80%","41.90%","9.40%","-7.35%","53.64%","241.18 - 399.96","1.07M","1.63","34.17","1.06%","2.80","282.12M","286.40M","401.00","1,274,145","6.29","0.96","-1.73%","19.98%","-5.03%","5.63%","-2.54%","11.84%","44.00%","377.06","370.55","1.54% 1.56%"
"293","LNC","91.59","16.45","1.48","2.51%","11034","1.50B","S&P 500","11.89B","Yes","2.10","17.12B","Yes","-","0.32","5.71","0.30","0.64","3.59","8.33","-","0.69","0.77","-","2.61%","Oct 30 AMC","7.08","10.84%","2.41","10.30%","3.00%","114.50%","6.40%","7.10%","5.45%","-","0.10%","-18.32%","85.50%","0.70%","11.90%","19.50%","8.80%","0.50%","9.40%","10.00%","-1.84%","-11.66%","24.09%","48.07 - 67.52","1.43M","0.42","58.47","2.04%","2.83","198.97M","201.50M","70.64","444,366","1.55","1.99","1.10%","-10.86%","-3.47%","-10.44%","5.21%","-8.48%","14.99%","59.00","59.65","2.36% 2.34%"
"294","LNT","19.79","0.71","1.42","2.69%","3885","504.90M","S&P 500","12.64B","Yes","2.40","3.58B","Yes","0.50","1.39","21.79","1.16","2.66","74.25","24.67","-","3.53","4.88","0.40","-1.03%","Nov 05 AMC","2.14","5.05%","0.90","5.70%","-8.20%","13.80%","1.50%","-3.20%","0.53%","93.40%","0.10%","-12.45%","79.50%","0.24%","19.70%","63.80%","14.30%","3.30%","11.00%","6.10%","9.32%","-3.15%","29.97%","40.68 - 54.59","1.18M","0.59","48.75","3.38%","6.82","237.14M","239.60M","51.89","506,725","0.73","0.21","0.25%","14.70%","-0.40%","5.63%","-1.40%","22.42%","24.83%","52.74","52.87","1.60% 1.31%"
